File accession	File type	Output type	File assembly	Experiment accession	Assay	Biosample term name	Experiment target	Biological replicate(s)	File download URL	File Status	s3_uri	File analysis status
ENCFF552CCU	bigWig	fold change over control	GRCh38	ENCSR690GUG	TF ChIP-seq	K562	U2AF1-human	2	https://www.encodeproject.org/files/ENCFF552CCU/@@download/ENCFF552CCU.bigWig	released	s3://encode-public/2017/02/11/246d4a70-1d51-4313-891d-66da9e184432/ENCFF552CCU.bigWig	released
ENCFF749TGL	bigWig	fold change over control	GRCh38	ENCSR690GUG	TF ChIP-seq	K562	U2AF1-human	1	https://www.encodeproject.org/files/ENCFF749TGL/@@download/ENCFF749TGL.bigWig	released	s3://encode-public/2017/02/11/68e56da9-9286-49a4-9753-e7fe3cca7cf9/ENCFF749TGL.bigWig	released
ENCFF542VLD	bigWig	fold change over control	GRCh38	ENCSR690GUG	TF ChIP-seq	K562	U2AF1-human	1	https://www.encodeproject.org/files/ENCFF542VLD/@@download/ENCFF542VLD.bigWig	released	s3://encode-public/2020/12/03/5de4343a-e240-4b09-917b-371d70dc0e26/ENCFF542VLD.bigWig	released
ENCFF060WEG	bigWig	fold change over control	GRCh38	ENCSR690GUG	TF ChIP-seq	K562	U2AF1-human	2	https://www.encodeproject.org/files/ENCFF060WEG/@@download/ENCFF060WEG.bigWig	released	s3://encode-public/2020/12/03/b0116880-7018-4fa3-9da6-966b704589c6/ENCFF060WEG.bigWig	released
ENCFF165QYR	bigWig	fold change over control	GRCh38	ENCSR868JLS	TF ChIP-seq	HepG2	U2AF1-human	1	https://www.encodeproject.org/files/ENCFF165QYR/@@download/ENCFF165QYR.bigWig	released	s3://encode-public/2017/02/11/42b13ee8-fce3-47ff-9078-a17ca0580714/ENCFF165QYR.bigWig	released
ENCFF177JNT	bigWig	fold change over control	GRCh38	ENCSR868JLS	TF ChIP-seq	HepG2	U2AF1-human	2	https://www.encodeproject.org/files/ENCFF177JNT/@@download/ENCFF177JNT.bigWig	released	s3://encode-public/2017/02/11/0a62b88e-628c-4af3-8891-ce7ea402cf06/ENCFF177JNT.bigWig	released
ENCFF375YPL	bigWig	fold change over control	GRCh38	ENCSR868JLS	TF ChIP-seq	HepG2	U2AF1-human	2	https://www.encodeproject.org/files/ENCFF375YPL/@@download/ENCFF375YPL.bigWig	released	s3://encode-public/2020/12/03/2111efed-9efd-4278-aa0c-4824d071a5bd/ENCFF375YPL.bigWig	released
ENCFF212BKY	bigWig	fold change over control	GRCh38	ENCSR868JLS	TF ChIP-seq	HepG2	U2AF1-human	1	https://www.encodeproject.org/files/ENCFF212BKY/@@download/ENCFF212BKY.bigWig	released	s3://encode-public/2020/12/03/01b53b0d-a131-4186-a1ce-78862582404d/ENCFF212BKY.bigWig	released
ENCFF982KEW	bigWig	fold change over control	GRCh38	ENCSR479QAJ	TF ChIP-seq	K562	U2AF2-human	1	https://www.encodeproject.org/files/ENCFF982KEW/@@download/ENCFF982KEW.bigWig	released	s3://encode-public/2017/02/11/9290c28c-0c3f-4d14-847d-74bc57a52368/ENCFF982KEW.bigWig	released
ENCFF148QJF	bigWig	fold change over control	GRCh38	ENCSR479QAJ	TF ChIP-seq	K562	U2AF2-human	2	https://www.encodeproject.org/files/ENCFF148QJF/@@download/ENCFF148QJF.bigWig	released	s3://encode-public/2017/02/11/fa425064-9ea7-42c6-b760-d711d51ff786/ENCFF148QJF.bigWig	released
ENCFF626MAM	bigWig	fold change over control	GRCh38	ENCSR479QAJ	TF ChIP-seq	K562	U2AF2-human	1	https://www.encodeproject.org/files/ENCFF626MAM/@@download/ENCFF626MAM.bigWig	released	s3://encode-public/2020/12/03/5ed6a4d6-65a8-46f4-81c4-3e73f624e33e/ENCFF626MAM.bigWig	released
ENCFF314TVD	bigWig	fold change over control	GRCh38	ENCSR479QAJ	TF ChIP-seq	K562	U2AF2-human	2	https://www.encodeproject.org/files/ENCFF314TVD/@@download/ENCFF314TVD.bigWig	released	s3://encode-public/2020/12/03/89368f77-9e35-4ae2-97c3-c6d6564d91d3/ENCFF314TVD.bigWig	released
ENCFF195PJB	bigWig	fold change over control	GRCh38	ENCSR991ADX	TF ChIP-seq	HepG2	U2AF2-human	2	https://www.encodeproject.org/files/ENCFF195PJB/@@download/ENCFF195PJB.bigWig	released	s3://encode-public/2017/02/11/4867a003-78b6-4444-9b56-05de22e13e83/ENCFF195PJB.bigWig	released
ENCFF264JMK	bigWig	fold change over control	GRCh38	ENCSR991ADX	TF ChIP-seq	HepG2	U2AF2-human	1	https://www.encodeproject.org/files/ENCFF264JMK/@@download/ENCFF264JMK.bigWig	released	s3://encode-public/2017/02/11/dfd41bd3-2086-4407-b87e-4b2c46946445/ENCFF264JMK.bigWig	released
ENCFF006KUG	bigWig	fold change over control	GRCh38	ENCSR991ADX	TF ChIP-seq	HepG2	U2AF2-human	2	https://www.encodeproject.org/files/ENCFF006KUG/@@download/ENCFF006KUG.bigWig	released	s3://encode-public/2020/12/02/8b9eb39c-80c0-4ad2-a6e6-2f674ec64591/ENCFF006KUG.bigWig	released
ENCFF524SHD	bigWig	fold change over control	GRCh38	ENCSR991ADX	TF ChIP-seq	HepG2	U2AF2-human	1	https://www.encodeproject.org/files/ENCFF524SHD/@@download/ENCFF524SHD.bigWig	released	s3://encode-public/2020/12/02/44200e75-b0e1-4765-8eb7-670b695d7adc/ENCFF524SHD.bigWig	released
ENCFF174FDL	bigWig	fold change over control	GRCh38	ENCSR000EFZ	TF ChIP-seq	K562	UBTF-human	2	https://www.encodeproject.org/files/ENCFF174FDL/@@download/ENCFF174FDL.bigWig	released	s3://encode-public/2020/12/11/d9624003-06eb-4916-b23d-9f4855172f01/ENCFF174FDL.bigWig	released
ENCFF962PLE	bigWig	fold change over control	GRCh38	ENCSR000EFZ	TF ChIP-seq	K562	UBTF-human	1	https://www.encodeproject.org/files/ENCFF962PLE/@@download/ENCFF962PLE.bigWig	released	s3://encode-public/2020/12/11/7918b6ba-ae6b-47e4-8faa-c60126a63c74/ENCFF962PLE.bigWig	released
ENCFF804CUX	bigWig	fold change over control	GRCh38	ENCSR000EFW	TF ChIP-seq	K562	UBTF-human	1	https://www.encodeproject.org/files/ENCFF804CUX/@@download/ENCFF804CUX.bigWig	released	s3://encode-public/2020/12/11/0a172d10-2622-45e1-ae73-2a4f71a8af2d/ENCFF804CUX.bigWig	released
ENCFF065DMZ	bigWig	fold change over control	GRCh38	ENCSR000EFW	TF ChIP-seq	K562	UBTF-human	2	https://www.encodeproject.org/files/ENCFF065DMZ/@@download/ENCFF065DMZ.bigWig	released	s3://encode-public/2020/12/11/82a00f86-5478-48d9-98c2-c33ab05cb589/ENCFF065DMZ.bigWig	released
ENCFF186MKR	bigWig	fold change over control	GRCh38	ENCSR957FIZ	TF ChIP-seq	HepG2	UBTF-human	1	https://www.encodeproject.org/files/ENCFF186MKR/@@download/ENCFF186MKR.bigWig	released	s3://encode-public/2020/05/14/ef5678e8-3650-401c-ade9-5c6d35d55516/ENCFF186MKR.bigWig	released
ENCFF860LMM	bigWig	fold change over control	GRCh38	ENCSR957FIZ	TF ChIP-seq	HepG2	UBTF-human	2	https://www.encodeproject.org/files/ENCFF860LMM/@@download/ENCFF860LMM.bigWig	released	s3://encode-public/2020/05/14/4683dd75-abfc-4b88-8f8b-e9180ab7d08b/ENCFF860LMM.bigWig	released
ENCFF217NRX	bigWig	fold change over control	GRCh38	ENCSR000BIU	TF ChIP-seq	H1	USF1-human	1	https://www.encodeproject.org/files/ENCFF217NRX/@@download/ENCFF217NRX.bigWig	released	s3://encode-public/2020/12/27/ab29dbff-e55b-4aa3-b5ad-6bb6ab2f5f89/ENCFF217NRX.bigWig	released
ENCFF631NYV	bigWig	fold change over control	GRCh38	ENCSR000BIU	TF ChIP-seq	H1	USF1-human	2	https://www.encodeproject.org/files/ENCFF631NYV/@@download/ENCFF631NYV.bigWig	released	s3://encode-public/2020/12/27/93b88e77-c072-4681-9a2a-432714648bfb/ENCFF631NYV.bigWig	released
ENCFF421TNY	bigWig	fold change over control	GRCh38	ENCSR000BGM	TF ChIP-seq	HepG2	USF1-human	1	https://www.encodeproject.org/files/ENCFF421TNY/@@download/ENCFF421TNY.bigWig	released	s3://encode-public/2020/12/26/148f8518-6d19-4c66-a92f-b3d967e0e447/ENCFF421TNY.bigWig	released
ENCFF570UPM	bigWig	fold change over control	GRCh38	ENCSR000BGM	TF ChIP-seq	HepG2	USF1-human	2	https://www.encodeproject.org/files/ENCFF570UPM/@@download/ENCFF570UPM.bigWig	released	s3://encode-public/2020/12/26/41d722f1-979b-473a-87e8-7dbb5b2d5581/ENCFF570UPM.bigWig	released
ENCFF285XEP	bigWig	fold change over control	GRCh38	ENCSR099FCQ	TF ChIP-seq	HepG2	USF1-human	2	https://www.encodeproject.org/files/ENCFF285XEP/@@download/ENCFF285XEP.bigWig	released	s3://encode-public/2020/07/01/0a5f18e0-9e0e-4f09-bf7e-433c7adecf90/ENCFF285XEP.bigWig	released
ENCFF084XLW	bigWig	fold change over control	GRCh38	ENCSR099FCQ	TF ChIP-seq	HepG2	USF1-human	1	https://www.encodeproject.org/files/ENCFF084XLW/@@download/ENCFF084XLW.bigWig	released	s3://encode-public/2020/07/01/4c9d28f0-ce26-4808-bef9-d86adc67c437/ENCFF084XLW.bigWig	released
ENCFF096YPR	bigWig	fold change over control	GRCh38	ENCSR248QBT	TF ChIP-seq	WTC11	USF1-human	2	https://www.encodeproject.org/files/ENCFF096YPR/@@download/ENCFF096YPR.bigWig	released	s3://encode-public/2022/07/23/68f638c6-3608-471c-9e86-2cdda075a0e8/ENCFF096YPR.bigWig	released
ENCFF832NKN	bigWig	fold change over control	GRCh38	ENCSR248QBT	TF ChIP-seq	WTC11	USF1-human	1	https://www.encodeproject.org/files/ENCFF832NKN/@@download/ENCFF832NKN.bigWig	released	s3://encode-public/2022/07/23/acb810ee-f26c-47bb-9763-26e8dce0604f/ENCFF832NKN.bigWig	released
ENCFF476KYV	bigWig	fold change over control	GRCh38	ENCSR787CHF	TF ChIP-seq	K562	USF1-human	1	https://www.encodeproject.org/files/ENCFF476KYV/@@download/ENCFF476KYV.bigWig	released	s3://encode-public/2022/02/07/adea8cf8-c58c-4630-bd47-b2d5c2fedca5/ENCFF476KYV.bigWig	released
ENCFF976XAV	bigWig	fold change over control	GRCh38	ENCSR787CHF	TF ChIP-seq	K562	USF1-human	2	https://www.encodeproject.org/files/ENCFF976XAV/@@download/ENCFF976XAV.bigWig	released	s3://encode-public/2022/02/07/24ef26d1-5f91-4f76-b10c-c2d5c2eed40e/ENCFF976XAV.bigWig	released
ENCFF601URD	bigWig	fold change over control	GRCh38	ENCSR000EHG	TF ChIP-seq	K562	USF2-human	1	https://www.encodeproject.org/files/ENCFF601URD/@@download/ENCFF601URD.bigWig	released	s3://encode-public/2020/12/12/bfe8a8fb-478f-49ce-826a-01ad17d31f8b/ENCFF601URD.bigWig	released
ENCFF589UBO	bigWig	fold change over control	GRCh38	ENCSR000EHG	TF ChIP-seq	K562	USF2-human	2	https://www.encodeproject.org/files/ENCFF589UBO/@@download/ENCFF589UBO.bigWig	released	s3://encode-public/2020/12/12/680f98b7-8a2b-4b29-b228-f73c2ea70c12/ENCFF589UBO.bigWig	released
ENCFF790WIR	bigWig	fold change over control	GRCh38	ENCSR000EEF	TF ChIP-seq	HepG2	USF2-human	2	https://www.encodeproject.org/files/ENCFF790WIR/@@download/ENCFF790WIR.bigWig	released	s3://encode-public/2020/12/27/1cf6d0ff-9344-49d9-8214-12fe4442a553/ENCFF790WIR.bigWig	released
ENCFF078KYE	bigWig	fold change over control	GRCh38	ENCSR000EEF	TF ChIP-seq	HepG2	USF2-human	1	https://www.encodeproject.org/files/ENCFF078KYE/@@download/ENCFF078KYE.bigWig	released	s3://encode-public/2020/12/27/5ac6ac95-5c23-41fd-8299-214ef34da96e/ENCFF078KYE.bigWig	released
ENCFF076CBD	bigWig	fold change over control	GRCh38	ENCSR578KEN	TF ChIP-seq	K562	USF2-human	2	https://www.encodeproject.org/files/ENCFF076CBD/@@download/ENCFF076CBD.bigWig	released	s3://encode-public/2020/06/27/de1b6c4b-c28e-43f3-994e-3871c0ddc160/ENCFF076CBD.bigWig	released
ENCFF799CVZ	bigWig	fold change over control	GRCh38	ENCSR578KEN	TF ChIP-seq	K562	USF2-human	1	https://www.encodeproject.org/files/ENCFF799CVZ/@@download/ENCFF799CVZ.bigWig	released	s3://encode-public/2020/06/27/77b8ae18-d513-4d22-9f3f-613251a30364/ENCFF799CVZ.bigWig	released
ENCFF617BOQ	bigWig	fold change over control	GRCh38	ENCSR000ECD	TF ChIP-seq	H1	USF2-human	2	https://www.encodeproject.org/files/ENCFF617BOQ/@@download/ENCFF617BOQ.bigWig	released	s3://encode-public/2020/12/11/de683420-9b9e-4c3b-9820-969c2d5c2d85/ENCFF617BOQ.bigWig	released
ENCFF079NQM	bigWig	fold change over control	GRCh38	ENCSR000ECD	TF ChIP-seq	H1	USF2-human	1	https://www.encodeproject.org/files/ENCFF079NQM/@@download/ENCFF079NQM.bigWig	released	s3://encode-public/2020/12/11/14e9c5e7-69ed-4bd3-b174-9c1ec3b7988e/ENCFF079NQM.bigWig	released
ENCFF889IVU	bigWig	fold change over control	GRCh38	ENCSR359NFW	TF ChIP-seq	K562	USF2-human	2	https://www.encodeproject.org/files/ENCFF889IVU/@@download/ENCFF889IVU.bigWig	released	s3://encode-public/2020/12/04/8525f603-7038-4d5d-a5f8-6555bcb84e61/ENCFF889IVU.bigWig	released
ENCFF420CZE	bigWig	fold change over control	GRCh38	ENCSR359NFW	TF ChIP-seq	K562	USF2-human	1	https://www.encodeproject.org/files/ENCFF420CZE/@@download/ENCFF420CZE.bigWig	released	s3://encode-public/2020/12/04/5fbdd6e4-95b7-42c1-ad7f-c13606db45e8/ENCFF420CZE.bigWig	released
ENCFF958LXN	bigWig	fold change over control	GRCh38	ENCSR145QNL	TF ChIP-seq	HepG2	USF2-human	1	https://www.encodeproject.org/files/ENCFF958LXN/@@download/ENCFF958LXN.bigWig	released	s3://encode-public/2020/10/20/efd60d51-bce8-474f-9c92-3e2c6ac5d2ac/ENCFF958LXN.bigWig	released
ENCFF631EIS	bigWig	fold change over control	GRCh38	ENCSR145QNL	TF ChIP-seq	HepG2	USF2-human	2	https://www.encodeproject.org/files/ENCFF631EIS/@@download/ENCFF631EIS.bigWig	released	s3://encode-public/2020/10/20/b340f59b-5556-4548-a872-56d593f1f097/ENCFF631EIS.bigWig	released
ENCFF490IHY	bigWig	fold change over control	GRCh38	ENCSR189YMA	TF ChIP-seq	K562	VEZF1-human	3	https://www.encodeproject.org/files/ENCFF490IHY/@@download/ENCFF490IHY.bigWig	released	s3://encode-public/2020/12/04/4bd8c5b9-754a-479c-91cc-6ace056d8e82/ENCFF490IHY.bigWig	released
ENCFF413PHC	bigWig	fold change over control	GRCh38	ENCSR189YMA	TF ChIP-seq	K562	VEZF1-human	4	https://www.encodeproject.org/files/ENCFF413PHC/@@download/ENCFF413PHC.bigWig	released	s3://encode-public/2020/12/04/05a41cb3-90b8-456e-9f8f-d4bd53c19218/ENCFF413PHC.bigWig	released
ENCFF775EAW	bigWig	fold change over control	GRCh38	ENCSR000AVE	TF ChIP-seq	K562	WHSC1-human	1	https://www.encodeproject.org/files/ENCFF775EAW/@@download/ENCFF775EAW.bigWig	released	s3://encode-public/2020/12/28/7092fef4-d3e0-4a3d-85c3-b4e4a9cf50c0/ENCFF775EAW.bigWig	released
ENCFF679LNQ	bigWig	fold change over control	GRCh38	ENCSR434ZNS	TF ChIP-seq	HepG2	WIZ-human	1	https://www.encodeproject.org/files/ENCFF679LNQ/@@download/ENCFF679LNQ.bigWig	released	s3://encode-public/2020/08/22/2b071363-ddf8-4818-bf0c-fab5e83c21e4/ENCFF679LNQ.bigWig	released
ENCFF643PLY	bigWig	fold change over control	GRCh38	ENCSR434ZNS	TF ChIP-seq	HepG2	WIZ-human	2	https://www.encodeproject.org/files/ENCFF643PLY/@@download/ENCFF643PLY.bigWig	released	s3://encode-public/2020/08/22/14beb586-4260-4c70-b279-5364696adca2/ENCFF643PLY.bigWig	released
ENCFF847GRI	bigWig	fold change over control	GRCh38	ENCSR988EVQ	TF ChIP-seq	HepG2	XBP1-human	1	https://www.encodeproject.org/files/ENCFF847GRI/@@download/ENCFF847GRI.bigWig	released	s3://encode-public/2020/07/09/1049c8ca-a9c3-4195-863d-013475597fd7/ENCFF847GRI.bigWig	released
ENCFF535HNS	bigWig	fold change over control	GRCh38	ENCSR988EVQ	TF ChIP-seq	HepG2	XBP1-human	2	https://www.encodeproject.org/files/ENCFF535HNS/@@download/ENCFF535HNS.bigWig	released	s3://encode-public/2020/07/09/2d92055e-ada8-4123-9394-469128395f3a/ENCFF535HNS.bigWig	released
ENCFF666HZJ	bigWig	fold change over control	GRCh38	ENCSR997NGQ	TF ChIP-seq	K562	XRCC3-human	1	https://www.encodeproject.org/files/ENCFF666HZJ/@@download/ENCFF666HZJ.bigWig	released	s3://encode-public/2020/12/03/46cde07a-60d0-49d6-b7db-8202f2fba8a1/ENCFF666HZJ.bigWig	released
ENCFF738YME	bigWig	fold change over control	GRCh38	ENCSR997NGQ	TF ChIP-seq	K562	XRCC3-human	2	https://www.encodeproject.org/files/ENCFF738YME/@@download/ENCFF738YME.bigWig	released	s3://encode-public/2020/12/03/1ebe0bd6-87a3-44ff-97a2-1b0e4a46948d/ENCFF738YME.bigWig	released
ENCFF461AQB	bigWig	fold change over control	GRCh38	ENCSR031URL	TF ChIP-seq	HepG2	XRCC5-human	1	https://www.encodeproject.org/files/ENCFF461AQB/@@download/ENCFF461AQB.bigWig	released	s3://encode-public/2017/02/11/93bd2faa-44e8-4b33-b654-d332f96eb984/ENCFF461AQB.bigWig	released
ENCFF644QJO	bigWig	fold change over control	GRCh38	ENCSR031URL	TF ChIP-seq	HepG2	XRCC5-human	2	https://www.encodeproject.org/files/ENCFF644QJO/@@download/ENCFF644QJO.bigWig	released	s3://encode-public/2017/02/11/b63a1576-753a-4188-97d2-212d5aeb644a/ENCFF644QJO.bigWig	released
ENCFF854OAL	bigWig	fold change over control	GRCh38	ENCSR031URL	TF ChIP-seq	HepG2	XRCC5-human	2	https://www.encodeproject.org/files/ENCFF854OAL/@@download/ENCFF854OAL.bigWig	released	s3://encode-public/2020/12/01/8a5f5914-18ae-442a-beb8-53c044f5a385/ENCFF854OAL.bigWig	released
ENCFF486TEV	bigWig	fold change over control	GRCh38	ENCSR031URL	TF ChIP-seq	HepG2	XRCC5-human	1	https://www.encodeproject.org/files/ENCFF486TEV/@@download/ENCFF486TEV.bigWig	released	s3://encode-public/2020/12/01/975fd544-cefe-42c5-b85c-3e466fdfe9c5/ENCFF486TEV.bigWig	released
ENCFF533FCA	bigWig	fold change over control	GRCh38	ENCSR506KWJ	TF ChIP-seq	K562	XRCC5-human	1	https://www.encodeproject.org/files/ENCFF533FCA/@@download/ENCFF533FCA.bigWig	released	s3://encode-public/2016/10/31/32a559c5-a7ca-433c-be42-9bd7cf275d43/ENCFF533FCA.bigWig	released
ENCFF447MQY	bigWig	fold change over control	GRCh38	ENCSR506KWJ	TF ChIP-seq	K562	XRCC5-human	2	https://www.encodeproject.org/files/ENCFF447MQY/@@download/ENCFF447MQY.bigWig	released	s3://encode-public/2016/10/31/471aeb61-e589-4d3a-86b2-ea70175f0a36/ENCFF447MQY.bigWig	released
ENCFF061HGG	bigWig	fold change over control	GRCh38	ENCSR506KWJ	TF ChIP-seq	K562	XRCC5-human	1	https://www.encodeproject.org/files/ENCFF061HGG/@@download/ENCFF061HGG.bigWig	released	s3://encode-public/2020/12/03/1175acbd-3ed6-4fca-8ff3-e9b23abf8824/ENCFF061HGG.bigWig	released
ENCFF104ZCC	bigWig	fold change over control	GRCh38	ENCSR506KWJ	TF ChIP-seq	K562	XRCC5-human	2	https://www.encodeproject.org/files/ENCFF104ZCC/@@download/ENCFF104ZCC.bigWig	released	s3://encode-public/2020/12/03/cd233c08-dcb7-483a-875c-3a75e08ad1ad/ENCFF104ZCC.bigWig	released
ENCFF074TDK	bigWig	fold change over control	GRCh38	ENCSR107RHZ	TF ChIP-seq	K562	YBX1-human	1	https://www.encodeproject.org/files/ENCFF074TDK/@@download/ENCFF074TDK.bigWig	released	s3://encode-public/2021/03/20/889aaaed-415d-4d1d-b448-1d36c9cb5a5e/ENCFF074TDK.bigWig	released
ENCFF396KPM	bigWig	fold change over control	GRCh38	ENCSR107RHZ	TF ChIP-seq	K562	YBX1-human	2	https://www.encodeproject.org/files/ENCFF396KPM/@@download/ENCFF396KPM.bigWig	released	s3://encode-public/2021/03/20/b9d15198-8efc-44d3-94d9-0d1b76bc9a76/ENCFF396KPM.bigWig	released
ENCFF826ASB	bigWig	fold change over control	GRCh38	ENCSR799GOY	TF ChIP-seq	HepG2	YBX1-human	1	https://www.encodeproject.org/files/ENCFF826ASB/@@download/ENCFF826ASB.bigWig	released	s3://encode-public/2020/12/02/1bfacda3-cfe7-4d2a-9a39-43b2db60808c/ENCFF826ASB.bigWig	released
ENCFF748NNQ	bigWig	fold change over control	GRCh38	ENCSR799GOY	TF ChIP-seq	HepG2	YBX1-human	2	https://www.encodeproject.org/files/ENCFF748NNQ/@@download/ENCFF748NNQ.bigWig	released	s3://encode-public/2020/12/02/4139873d-0bdc-46eb-a4ba-3f96e27819a0/ENCFF748NNQ.bigWig	released
ENCFF196HHX	bigWig	fold change over control	GRCh38	ENCSR567JEU	TF ChIP-seq	K562	YBX3-human	1	https://www.encodeproject.org/files/ENCFF196HHX/@@download/ENCFF196HHX.bigWig	released	s3://encode-public/2020/12/03/a730effa-ee8a-4362-9cb9-c6f5c82bb40b/ENCFF196HHX.bigWig	released
ENCFF711XOI	bigWig	fold change over control	GRCh38	ENCSR567JEU	TF ChIP-seq	K562	YBX3-human	2	https://www.encodeproject.org/files/ENCFF711XOI/@@download/ENCFF711XOI.bigWig	released	s3://encode-public/2020/12/03/a58640df-2d99-4979-8bb1-9cb03ca00740/ENCFF711XOI.bigWig	released
ENCFF627TNO	bigWig	fold change over control	GRCh38	ENCSR647BZJ	TF ChIP-seq	HepG2	YEATS2-human	1	https://www.encodeproject.org/files/ENCFF627TNO/@@download/ENCFF627TNO.bigWig	released	s3://encode-public/2020/07/01/91392150-540a-4ce7-8d4a-9f054b81deb0/ENCFF627TNO.bigWig	released
ENCFF730TMQ	bigWig	fold change over control	GRCh38	ENCSR647BZJ	TF ChIP-seq	HepG2	YEATS2-human	2	https://www.encodeproject.org/files/ENCFF730TMQ/@@download/ENCFF730TMQ.bigWig	released	s3://encode-public/2020/07/01/27e298b9-8df6-4837-9ded-6d33ae49b099/ENCFF730TMQ.bigWig	released
ENCFF837JCC	bigWig	fold change over control	GRCh38	ENCSR474YDA	TF ChIP-seq	HepG2	YEATS4-human	1	https://www.encodeproject.org/files/ENCFF837JCC/@@download/ENCFF837JCC.bigWig	released	s3://encode-public/2020/07/06/9b0f678e-b6b5-49bf-9a1f-8c9c83bfdf5f/ENCFF837JCC.bigWig	released
ENCFF640EEF	bigWig	fold change over control	GRCh38	ENCSR474YDA	TF ChIP-seq	HepG2	YEATS4-human	2	https://www.encodeproject.org/files/ENCFF640EEF/@@download/ENCFF640EEF.bigWig	released	s3://encode-public/2020/07/06/8acbf1e6-42a2-4c33-bc2b-6b28102e1d19/ENCFF640EEF.bigWig	released
ENCFF961LJQ	bigWig	fold change over control	GRCh38	ENCSR000BKD	TF ChIP-seq	H1	YY1-human	2	https://www.encodeproject.org/files/ENCFF961LJQ/@@download/ENCFF961LJQ.bigWig	released	s3://encode-public/2020/12/12/d396f110-3533-4a71-8989-871c6b9cf3eb/ENCFF961LJQ.bigWig	released
ENCFF835ZJX	bigWig	fold change over control	GRCh38	ENCSR000BKD	TF ChIP-seq	H1	YY1-human	1	https://www.encodeproject.org/files/ENCFF835ZJX/@@download/ENCFF835ZJX.bigWig	released	s3://encode-public/2020/12/12/83277ca6-b386-4a1d-bd77-7bfbdcf112aa/ENCFF835ZJX.bigWig	released
ENCFF676YMP	bigWig	fold change over control	GRCh38	ENCSR286PCG	TF ChIP-seq	K562	ZBED1-human	1	https://www.encodeproject.org/files/ENCFF676YMP/@@download/ENCFF676YMP.bigWig	released	s3://encode-public/2021/02/04/fd49cddb-fc65-41a8-bfa3-95a7c970e2ca/ENCFF676YMP.bigWig	released
ENCFF310KGC	bigWig	fold change over control	GRCh38	ENCSR286PCG	TF ChIP-seq	K562	ZBED1-human	2	https://www.encodeproject.org/files/ENCFF310KGC/@@download/ENCFF310KGC.bigWig	released	s3://encode-public/2021/02/04/8978140b-1431-4b06-82d8-2467f0e941b4/ENCFF310KGC.bigWig	released
ENCFF021WQB	bigWig	fold change over control	GRCh38	ENCSR409PMR	TF ChIP-seq	HepG2	ZBED4-human	1	https://www.encodeproject.org/files/ENCFF021WQB/@@download/ENCFF021WQB.bigWig	released	s3://encode-public/2020/07/01/dd5e2b3e-9979-4cf1-ad52-d440c9e797a7/ENCFF021WQB.bigWig	released
ENCFF436VVQ	bigWig	fold change over control	GRCh38	ENCSR409PMR	TF ChIP-seq	HepG2	ZBED4-human	2	https://www.encodeproject.org/files/ENCFF436VVQ/@@download/ENCFF436VVQ.bigWig	released	s3://encode-public/2020/07/01/29f661cf-6d28-4d31-b4c8-b8442d0cdc54/ENCFF436VVQ.bigWig	released
ENCFF404TIG	bigWig	fold change over control	GRCh38	ENCSR656SIB	TF ChIP-seq	HepG2	ZBED5-human	1	https://www.encodeproject.org/files/ENCFF404TIG/@@download/ENCFF404TIG.bigWig	released	s3://encode-public/2020/11/30/23e7156e-9d12-4605-8f46-c02c293af68c/ENCFF404TIG.bigWig	released
ENCFF125TTZ	bigWig	fold change over control	GRCh38	ENCSR656SIB	TF ChIP-seq	HepG2	ZBED5-human	2	https://www.encodeproject.org/files/ENCFF125TTZ/@@download/ENCFF125TTZ.bigWig	released	s3://encode-public/2020/11/30/13fa17ad-d679-4e9a-aa76-bf367cf2b912/ENCFF125TTZ.bigWig	released
ENCFF934BFU	bigWig	fold change over control	GRCh38	ENCSR959COF	TF ChIP-seq	HepG2	ZBTB10-human	1	https://www.encodeproject.org/files/ENCFF934BFU/@@download/ENCFF934BFU.bigWig	released	s3://encode-public/2020/07/01/e94ebc26-dd77-47b4-980c-707f0861e0c0/ENCFF934BFU.bigWig	released
ENCFF454TLP	bigWig	fold change over control	GRCh38	ENCSR959COF	TF ChIP-seq	HepG2	ZBTB10-human	2	https://www.encodeproject.org/files/ENCFF454TLP/@@download/ENCFF454TLP.bigWig	released	s3://encode-public/2020/07/01/174d5d75-448d-40c4-a31a-cc397f21627c/ENCFF454TLP.bigWig	released
ENCFF045GTN	bigWig	fold change over control	GRCh38	ENCSR468DVP	TF ChIP-seq	K562	ZBTB11-human	1	https://www.encodeproject.org/files/ENCFF045GTN/@@download/ENCFF045GTN.bigWig	released	s3://encode-public/2022/06/21/427726eb-41ab-40f1-bc2a-1f7c4c5f90fa/ENCFF045GTN.bigWig	released
ENCFF557SIC	bigWig	fold change over control	GRCh38	ENCSR468DVP	TF ChIP-seq	K562	ZBTB11-human	2	https://www.encodeproject.org/files/ENCFF557SIC/@@download/ENCFF557SIC.bigWig	released	s3://encode-public/2022/06/21/4cc0e596-e4dd-497f-833e-8c5baad5eabc/ENCFF557SIC.bigWig	released
ENCFF760TMF	bigWig	fold change over control	GRCh38	ENCSR331GDC	TF ChIP-seq	K562	ZBTB11-human	1	https://www.encodeproject.org/files/ENCFF760TMF/@@download/ENCFF760TMF.bigWig	released	s3://encode-public/2021/02/04/7dc9ce48-59b6-4ee6-b5ea-a4d937ddf15b/ENCFF760TMF.bigWig	released
