File accession	File type	Output type	File assembly	Experiment accession	Assay	Biosample term name	Experiment target	Biological replicate(s)	File download URL	File Status	s3_uri	File analysis status
ENCFF048JON	bigWig	fold change over control	GRCh38	ENCSR331GDC	TF ChIP-seq	K562	ZBTB11-human	2	https://www.encodeproject.org/files/ENCFF048JON/@@download/ENCFF048JON.bigWig	released	s3://encode-public/2021/02/04/fd559622-4823-4995-a122-2cb62fec5d34/ENCFF048JON.bigWig	released
ENCFF873WSI	bigWig	fold change over control	GRCh38	ENCSR706BJO	TF ChIP-seq	K562	ZBTB11-human	1	https://www.encodeproject.org/files/ENCFF873WSI/@@download/ENCFF873WSI.bigWig	released	s3://encode-public/2020/12/03/c0417178-e196-46fd-9fd4-c00a3c6a44d2/ENCFF873WSI.bigWig	released
ENCFF038LGK	bigWig	fold change over control	GRCh38	ENCSR706BJO	TF ChIP-seq	K562	ZBTB11-human	2	https://www.encodeproject.org/files/ENCFF038LGK/@@download/ENCFF038LGK.bigWig	released	s3://encode-public/2020/12/03/1ca0bd46-4dbc-4c12-8b6c-ad1239111673/ENCFF038LGK.bigWig	released
ENCFF825DBE	bigWig	fold change over control	GRCh38	ENCSR985OYK	TF ChIP-seq	K562	ZBTB11-human	3	https://www.encodeproject.org/files/ENCFF825DBE/@@download/ENCFF825DBE.bigWig	released	s3://encode-public/2020/11/04/3d914343-1df4-4865-8b37-7e20dfeb483c/ENCFF825DBE.bigWig	released
ENCFF119TDT	bigWig	fold change over control	GRCh38	ENCSR985OYK	TF ChIP-seq	K562	ZBTB11-human	4	https://www.encodeproject.org/files/ENCFF119TDT/@@download/ENCFF119TDT.bigWig	released	s3://encode-public/2020/11/04/7aca339d-9718-4d41-8b73-fc95260936e5/ENCFF119TDT.bigWig	released
ENCFF759VBM	bigWig	fold change over control	GRCh38	ENCSR172OSX	TF ChIP-seq	K562	ZBTB12-human	1	https://www.encodeproject.org/files/ENCFF759VBM/@@download/ENCFF759VBM.bigWig	released	s3://encode-public/2020/07/03/e2508012-ef4d-4e74-9663-a403c346bad8/ENCFF759VBM.bigWig	released
ENCFF734WHU	bigWig	fold change over control	GRCh38	ENCSR172OSX	TF ChIP-seq	K562	ZBTB12-human	2	https://www.encodeproject.org/files/ENCFF734WHU/@@download/ENCFF734WHU.bigWig	released	s3://encode-public/2020/07/03/156f911f-d0a8-4543-9209-6e3acd3e7e87/ENCFF734WHU.bigWig	released
ENCFF085WCQ	bigWig	fold change over control	GRCh38	ENCSR532WFC	TF ChIP-seq	HepG2	ZBTB14-human	2	https://www.encodeproject.org/files/ENCFF085WCQ/@@download/ENCFF085WCQ.bigWig	released	s3://encode-public/2020/07/01/6668e0de-5b2f-4b15-8b7b-db1718189da2/ENCFF085WCQ.bigWig	released
ENCFF862ZBM	bigWig	fold change over control	GRCh38	ENCSR532WFC	TF ChIP-seq	HepG2	ZBTB14-human	1	https://www.encodeproject.org/files/ENCFF862ZBM/@@download/ENCFF862ZBM.bigWig	released	s3://encode-public/2020/07/01/078eb6f0-7c10-4f81-82f5-9d3cafde781d/ENCFF862ZBM.bigWig	released
ENCFF948OGS	bigWig	fold change over control	GRCh38	ENCSR026KKZ	TF ChIP-seq	K562	ZBTB17-human	1	https://www.encodeproject.org/files/ENCFF948OGS/@@download/ENCFF948OGS.bigWig	released	s3://encode-public/2020/07/07/eec3dc25-d5b4-4759-a0b0-a7c10b452eaa/ENCFF948OGS.bigWig	released
ENCFF097GUW	bigWig	fold change over control	GRCh38	ENCSR026KKZ	TF ChIP-seq	K562	ZBTB17-human	2	https://www.encodeproject.org/files/ENCFF097GUW/@@download/ENCFF097GUW.bigWig	released	s3://encode-public/2020/07/07/28e66d9f-62c2-444d-adab-d70bec26d74d/ENCFF097GUW.bigWig	released
ENCFF815VZG	bigWig	fold change over control	GRCh38	ENCSR331HWO	TF ChIP-seq	HepG2	ZBTB1-human	1	https://www.encodeproject.org/files/ENCFF815VZG/@@download/ENCFF815VZG.bigWig	released	s3://encode-public/2020/07/01/726826e8-d6f3-41a7-8223-72da76151f91/ENCFF815VZG.bigWig	released
ENCFF432HUO	bigWig	fold change over control	GRCh38	ENCSR331HWO	TF ChIP-seq	HepG2	ZBTB1-human	2	https://www.encodeproject.org/files/ENCFF432HUO/@@download/ENCFF432HUO.bigWig	released	s3://encode-public/2020/07/01/a804509f-6b05-40a8-81fe-12e367a86400/ENCFF432HUO.bigWig	released
ENCFF073MEV	bigWig	fold change over control	GRCh38	ENCSR549PAU	TF ChIP-seq	HepG2	ZBTB21-human	2	https://www.encodeproject.org/files/ENCFF073MEV/@@download/ENCFF073MEV.bigWig	released	s3://encode-public/2020/07/02/10fb29bf-5ace-4f78-8d2c-85f986765371/ENCFF073MEV.bigWig	released
ENCFF654RHU	bigWig	fold change over control	GRCh38	ENCSR549PAU	TF ChIP-seq	HepG2	ZBTB21-human	1	https://www.encodeproject.org/files/ENCFF654RHU/@@download/ENCFF654RHU.bigWig	released	s3://encode-public/2020/07/02/4642d87a-bec2-4cb2-9d67-805e8791a840/ENCFF654RHU.bigWig	released
ENCFF556FZG	bigWig	fold change over control	GRCh38	ENCSR396XDF	TF ChIP-seq	HepG2	ZBTB24-human	1	https://www.encodeproject.org/files/ENCFF556FZG/@@download/ENCFF556FZG.bigWig	released	s3://encode-public/2020/06/30/6be905a1-19d0-422a-bb18-93971928991c/ENCFF556FZG.bigWig	released
ENCFF584XYY	bigWig	fold change over control	GRCh38	ENCSR396XDF	TF ChIP-seq	HepG2	ZBTB24-human	2	https://www.encodeproject.org/files/ENCFF584XYY/@@download/ENCFF584XYY.bigWig	released	s3://encode-public/2020/06/30/a23f2ae1-9f41-4b23-a2f5-3297f5b20a0c/ENCFF584XYY.bigWig	released
ENCFF913NWM	bigWig	fold change over control	GRCh38	ENCSR485OYR	TF ChIP-seq	HepG2	ZBTB25-human	1	https://www.encodeproject.org/files/ENCFF913NWM/@@download/ENCFF913NWM.bigWig	released	s3://encode-public/2020/12/03/baadcbed-0ca5-4031-aed4-b9fd75ab10c6/ENCFF913NWM.bigWig	released
ENCFF227UHC	bigWig	fold change over control	GRCh38	ENCSR485OYR	TF ChIP-seq	HepG2	ZBTB25-human	2	https://www.encodeproject.org/files/ENCFF227UHC/@@download/ENCFF227UHC.bigWig	released	s3://encode-public/2020/12/03/722c734b-5399-48bb-80c0-c5e5084b4d75/ENCFF227UHC.bigWig	released
ENCFF293WVJ	bigWig	fold change over control	GRCh38	ENCSR115HLM	TF ChIP-seq	K562	ZBTB26-human	1	https://www.encodeproject.org/files/ENCFF293WVJ/@@download/ENCFF293WVJ.bigWig	released	s3://encode-public/2020/07/04/994183d2-e619-4223-8269-22f0d61eeb9d/ENCFF293WVJ.bigWig	released
ENCFF413DWO	bigWig	fold change over control	GRCh38	ENCSR115HLM	TF ChIP-seq	K562	ZBTB26-human	2	https://www.encodeproject.org/files/ENCFF413DWO/@@download/ENCFF413DWO.bigWig	released	s3://encode-public/2020/07/04/765543f4-d4aa-48df-b030-b78cb78b3bb9/ENCFF413DWO.bigWig	released
ENCFF426TIK	bigWig	fold change over control	GRCh38	ENCSR184SVO	TF ChIP-seq	HepG2	ZBTB26-human	1	https://www.encodeproject.org/files/ENCFF426TIK/@@download/ENCFF426TIK.bigWig	released	s3://encode-public/2020/12/04/6ec8c763-b052-49d4-9a15-306cdaea8965/ENCFF426TIK.bigWig	released
ENCFF825BWI	bigWig	fold change over control	GRCh38	ENCSR184SVO	TF ChIP-seq	HepG2	ZBTB26-human	2	https://www.encodeproject.org/files/ENCFF825BWI/@@download/ENCFF825BWI.bigWig	released	s3://encode-public/2020/12/04/8ee38e06-3f54-46f9-a308-c5670c890c39/ENCFF825BWI.bigWig	released
ENCFF229EPE	bigWig	fold change over control	GRCh38	ENCSR230PTV	TF ChIP-seq	K562	ZBTB2-human	1	https://www.encodeproject.org/files/ENCFF229EPE/@@download/ENCFF229EPE.bigWig	released	s3://encode-public/2020/12/30/4d717e8f-ed02-4b67-9a5a-270f228bf321/ENCFF229EPE.bigWig	released
ENCFF133RCA	bigWig	fold change over control	GRCh38	ENCSR230PTV	TF ChIP-seq	K562	ZBTB2-human	2	https://www.encodeproject.org/files/ENCFF133RCA/@@download/ENCFF133RCA.bigWig	released	s3://encode-public/2020/12/30/64f2b297-3aa0-4ab1-9cde-2a45c3ebf865/ENCFF133RCA.bigWig	released
ENCFF219MXD	bigWig	fold change over control	GRCh38	ENCSR175MIA	TF ChIP-seq	HepG2	ZBTB2-human	2	https://www.encodeproject.org/files/ENCFF219MXD/@@download/ENCFF219MXD.bigWig	released	s3://encode-public/2022/07/23/78cd2b77-6855-4b2e-b22e-33106d8c808e/ENCFF219MXD.bigWig	released
ENCFF144VXU	bigWig	fold change over control	GRCh38	ENCSR175MIA	TF ChIP-seq	HepG2	ZBTB2-human	1	https://www.encodeproject.org/files/ENCFF144VXU/@@download/ENCFF144VXU.bigWig	released	s3://encode-public/2022/07/23/11539666-f19a-4fde-8a06-56823d96797b/ENCFF144VXU.bigWig	released
ENCFF677CCH	bigWig	fold change over control	GRCh38	ENCSR000BKF	TF ChIP-seq	K562	ZBTB33-human	1	https://www.encodeproject.org/files/ENCFF677CCH/@@download/ENCFF677CCH.bigWig	released	s3://encode-public/2020/12/10/4ab2bf8a-062d-4aea-92e2-7f8589d0bec6/ENCFF677CCH.bigWig	released
ENCFF574MPX	bigWig	fold change over control	GRCh38	ENCSR000BKF	TF ChIP-seq	K562	ZBTB33-human	2	https://www.encodeproject.org/files/ENCFF574MPX/@@download/ENCFF574MPX.bigWig	released	s3://encode-public/2020/12/10/1dfa6ca5-fca5-4c39-8621-82c945b5424f/ENCFF574MPX.bigWig	released
ENCFF900KKS	bigWig	fold change over control	GRCh38	ENCSR000BHR	TF ChIP-seq	HepG2	ZBTB33-human	2	https://www.encodeproject.org/files/ENCFF900KKS/@@download/ENCFF900KKS.bigWig	released	s3://encode-public/2020/12/11/5d7984a5-c919-403a-8dc6-0e76d79349df/ENCFF900KKS.bigWig	released
ENCFF902QFD	bigWig	fold change over control	GRCh38	ENCSR000BHR	TF ChIP-seq	HepG2	ZBTB33-human	1	https://www.encodeproject.org/files/ENCFF902QFD/@@download/ENCFF902QFD.bigWig	released	s3://encode-public/2020/12/11/4805c86e-d8b6-4a26-9a51-85ff5cb6876e/ENCFF902QFD.bigWig	released
ENCFF898VQO	bigWig	fold change over control	GRCh38	ENCSR876GXA	TF ChIP-seq	K562	ZBTB33-human	3	https://www.encodeproject.org/files/ENCFF898VQO/@@download/ENCFF898VQO.bigWig	released	s3://encode-public/2021/02/11/f9a7787a-dd7d-4610-a7a6-fab67eba9d61/ENCFF898VQO.bigWig	released
ENCFF980BZY	bigWig	fold change over control	GRCh38	ENCSR876GXA	TF ChIP-seq	K562	ZBTB33-human	4	https://www.encodeproject.org/files/ENCFF980BZY/@@download/ENCFF980BZY.bigWig	released	s3://encode-public/2021/02/11/f07c929a-0251-4afe-b683-259374a7326f/ENCFF980BZY.bigWig	released
ENCFF511VKU	bigWig	fold change over control	GRCh38	ENCSR421DAO	TF ChIP-seq	HepG2	ZBTB33-human	2	https://www.encodeproject.org/files/ENCFF511VKU/@@download/ENCFF511VKU.bigWig	released	s3://encode-public/2020/07/02/a12e182b-dd4e-45de-bb34-251695692539/ENCFF511VKU.bigWig	released
ENCFF039LAD	bigWig	fold change over control	GRCh38	ENCSR421DAO	TF ChIP-seq	HepG2	ZBTB33-human	1	https://www.encodeproject.org/files/ENCFF039LAD/@@download/ENCFF039LAD.bigWig	released	s3://encode-public/2020/07/02/f36b4c28-80e1-4777-90c0-79347831c67a/ENCFF039LAD.bigWig	released
ENCFF573HNU	bigWig	fold change over control	GRCh38	ENCSR567QAD	TF ChIP-seq	K562	ZBTB34-human	1	https://www.encodeproject.org/files/ENCFF573HNU/@@download/ENCFF573HNU.bigWig	released	s3://encode-public/2021/11/25/70e94d41-1f51-4657-a3dd-5967cf6125cc/ENCFF573HNU.bigWig	released
ENCFF048WKV	bigWig	fold change over control	GRCh38	ENCSR567QAD	TF ChIP-seq	K562	ZBTB34-human	2	https://www.encodeproject.org/files/ENCFF048WKV/@@download/ENCFF048WKV.bigWig	released	s3://encode-public/2021/11/25/c668672a-de6e-434c-a0d8-592f82c58b6d/ENCFF048WKV.bigWig	released
ENCFF983EUE	bigWig	fold change over control	GRCh38	ENCSR864WKA	TF ChIP-seq	HepG2	ZBTB34-human	1	https://www.encodeproject.org/files/ENCFF983EUE/@@download/ENCFF983EUE.bigWig	released	s3://encode-public/2022/07/23/b300908e-668a-402b-a549-7126f3114d98/ENCFF983EUE.bigWig	released
ENCFF171LYI	bigWig	fold change over control	GRCh38	ENCSR864WKA	TF ChIP-seq	HepG2	ZBTB34-human	2	https://www.encodeproject.org/files/ENCFF171LYI/@@download/ENCFF171LYI.bigWig	released	s3://encode-public/2022/07/23/c1686552-614e-47dc-9e0d-a2c93dc6f13d/ENCFF171LYI.bigWig	released
ENCFF405JIO	bigWig	fold change over control	GRCh38	ENCSR775YXE	TF ChIP-seq	HepG2	ZBTB37-human	2	https://www.encodeproject.org/files/ENCFF405JIO/@@download/ENCFF405JIO.bigWig	released	s3://encode-public/2020/07/04/929ae203-956c-408b-a8e3-bd581a247b0f/ENCFF405JIO.bigWig	released
ENCFF621AZD	bigWig	fold change over control	GRCh38	ENCSR775YXE	TF ChIP-seq	HepG2	ZBTB37-human	1	https://www.encodeproject.org/files/ENCFF621AZD/@@download/ENCFF621AZD.bigWig	released	s3://encode-public/2020/07/04/6ca2c50b-56d5-47f6-9506-76ed2c1ddc44/ENCFF621AZD.bigWig	released
ENCFF965RSN	bigWig	fold change over control	GRCh38	ENCSR932ZRD	TF ChIP-seq	HepG2	ZBTB38-human	1	https://www.encodeproject.org/files/ENCFF965RSN/@@download/ENCFF965RSN.bigWig	released	s3://encode-public/2020/08/22/af49bec7-118b-49fd-bdb9-b3ca3b7f5c11/ENCFF965RSN.bigWig	released
ENCFF907MFU	bigWig	fold change over control	GRCh38	ENCSR932ZRD	TF ChIP-seq	HepG2	ZBTB38-human	2	https://www.encodeproject.org/files/ENCFF907MFU/@@download/ENCFF907MFU.bigWig	released	s3://encode-public/2020/08/22/c86da950-c993-4f00-9680-351d79759872/ENCFF907MFU.bigWig	released
ENCFF218XYK	bigWig	fold change over control	GRCh38	ENCSR087NSZ	TF ChIP-seq	HepG2	ZBTB39-human	1	https://www.encodeproject.org/files/ENCFF218XYK/@@download/ENCFF218XYK.bigWig	released	s3://encode-public/2020/06/30/8af0df5b-3515-46ca-ba0c-5af7bef32039/ENCFF218XYK.bigWig	released
ENCFF419TMU	bigWig	fold change over control	GRCh38	ENCSR087NSZ	TF ChIP-seq	HepG2	ZBTB39-human	2	https://www.encodeproject.org/files/ENCFF419TMU/@@download/ENCFF419TMU.bigWig	released	s3://encode-public/2020/06/30/c1ec0403-d23c-4058-afe0-8c1cf551902c/ENCFF419TMU.bigWig	released
ENCFF477RWU	bigWig	fold change over control	GRCh38	ENCSR481AIK	TF ChIP-seq	HepG2	ZBTB3-human	2	https://www.encodeproject.org/files/ENCFF477RWU/@@download/ENCFF477RWU.bigWig	released	s3://encode-public/2020/07/06/0ea0d043-5f09-4269-94df-b7094addd3aa/ENCFF477RWU.bigWig	released
ENCFF918JRN	bigWig	fold change over control	GRCh38	ENCSR481AIK	TF ChIP-seq	HepG2	ZBTB3-human	1	https://www.encodeproject.org/files/ENCFF918JRN/@@download/ENCFF918JRN.bigWig	released	s3://encode-public/2020/07/06/6ecf018f-e479-4920-9124-1c40343d0f5f/ENCFF918JRN.bigWig	released
ENCFF544KMV	bigWig	fold change over control	GRCh38	ENCSR200AWS	TF ChIP-seq	HepG2	ZBTB40-human	2	https://www.encodeproject.org/files/ENCFF544KMV/@@download/ENCFF544KMV.bigWig	released	s3://encode-public/2022/05/25/7b1f9188-1fca-4333-ba2a-4ebc49aabde0/ENCFF544KMV.bigWig	released
ENCFF810PUU	bigWig	fold change over control	GRCh38	ENCSR200AWS	TF ChIP-seq	HepG2	ZBTB40-human	1	https://www.encodeproject.org/files/ENCFF810PUU/@@download/ENCFF810PUU.bigWig	released	s3://encode-public/2022/05/25/43ada8ab-4f63-4ddf-9a17-d394b5173a96/ENCFF810PUU.bigWig	released
ENCFF240MDF	bigWig	fold change over control	GRCh38	ENCSR579YNY	TF ChIP-seq	K562	ZBTB40-human	2	https://www.encodeproject.org/files/ENCFF240MDF/@@download/ENCFF240MDF.bigWig	released	s3://encode-public/2022/02/07/e5a7fa55-175d-4dbc-a946-8b5ce6cf9d85/ENCFF240MDF.bigWig	released
ENCFF885NHW	bigWig	fold change over control	GRCh38	ENCSR579YNY	TF ChIP-seq	K562	ZBTB40-human	1	https://www.encodeproject.org/files/ENCFF885NHW/@@download/ENCFF885NHW.bigWig	released	s3://encode-public/2022/02/07/7cf8d179-85f3-4839-bb24-6af5629ff198/ENCFF885NHW.bigWig	released
ENCFF294LYE	bigWig	fold change over control	GRCh38	ENCSR525YFS	TF ChIP-seq	HepG2	ZBTB40-human	1	https://www.encodeproject.org/files/ENCFF294LYE/@@download/ENCFF294LYE.bigWig	released	s3://encode-public/2020/12/07/672504eb-1556-451f-95bb-c9264137d05b/ENCFF294LYE.bigWig	released
ENCFF867LZF	bigWig	fold change over control	GRCh38	ENCSR525YFS	TF ChIP-seq	HepG2	ZBTB40-human	2	https://www.encodeproject.org/files/ENCFF867LZF/@@download/ENCFF867LZF.bigWig	released	s3://encode-public/2020/12/07/e4f0f2d6-f138-4a51-8fbb-bb2dee81e87a/ENCFF867LZF.bigWig	released
ENCFF755KTP	bigWig	fold change over control	GRCh38	ENCSR237VLT	TF ChIP-seq	K562	ZBTB40-human	1	https://www.encodeproject.org/files/ENCFF755KTP/@@download/ENCFF755KTP.bigWig	released	s3://encode-public/2021/03/20/5adc7dd5-b587-41ad-8994-341a625251fc/ENCFF755KTP.bigWig	released
ENCFF324XNN	bigWig	fold change over control	GRCh38	ENCSR237VLT	TF ChIP-seq	K562	ZBTB40-human	2	https://www.encodeproject.org/files/ENCFF324XNN/@@download/ENCFF324XNN.bigWig	released	s3://encode-public/2021/03/20/a56efbbf-cc7a-4ddd-9978-defac8dd0ae8/ENCFF324XNN.bigWig	released
ENCFF173NNK	bigWig	fold change over control	GRCh38	ENCSR158RYZ	TF ChIP-seq	K562	ZBTB40-human	3	https://www.encodeproject.org/files/ENCFF173NNK/@@download/ENCFF173NNK.bigWig	released	s3://encode-public/2020/12/04/8a2e6eec-be7a-41ce-9eca-6d35c4f3de89/ENCFF173NNK.bigWig	released
ENCFF866OBR	bigWig	fold change over control	GRCh38	ENCSR158RYZ	TF ChIP-seq	K562	ZBTB40-human	4	https://www.encodeproject.org/files/ENCFF866OBR/@@download/ENCFF866OBR.bigWig	released	s3://encode-public/2020/12/04/1eb2b2a9-f4f5-48e8-b299-72b15a2d6c55/ENCFF866OBR.bigWig	released
ENCFF376OQP	bigWig	fold change over control	GRCh38	ENCSR232AAR	TF ChIP-seq	HepG2	ZBTB42-human	1	https://www.encodeproject.org/files/ENCFF376OQP/@@download/ENCFF376OQP.bigWig	released	s3://encode-public/2020/07/01/d38b0c0d-c3b8-435f-9c7a-293a78ee3b88/ENCFF376OQP.bigWig	released
ENCFF454WLO	bigWig	fold change over control	GRCh38	ENCSR232AAR	TF ChIP-seq	HepG2	ZBTB42-human	2	https://www.encodeproject.org/files/ENCFF454WLO/@@download/ENCFF454WLO.bigWig	released	s3://encode-public/2020/07/01/8322039f-6199-49d0-82a1-efc0b9261c52/ENCFF454WLO.bigWig	released
ENCFF154QMW	bigWig	fold change over control	GRCh38	ENCSR173USN	TF ChIP-seq	HepG2	ZBTB43-human	1	https://www.encodeproject.org/files/ENCFF154QMW/@@download/ENCFF154QMW.bigWig	released	s3://encode-public/2020/07/01/a8693ef0-4aae-4d74-8f0e-f9aeaf2b11e3/ENCFF154QMW.bigWig	released
ENCFF751EDE	bigWig	fold change over control	GRCh38	ENCSR173USN	TF ChIP-seq	HepG2	ZBTB43-human	2	https://www.encodeproject.org/files/ENCFF751EDE/@@download/ENCFF751EDE.bigWig	released	s3://encode-public/2020/07/01/e95818ea-7439-4963-b4bc-97e5163b2224/ENCFF751EDE.bigWig	released
ENCFF891MFM	bigWig	fold change over control	GRCh38	ENCSR269MEF	TF ChIP-seq	HepG2	ZBTB44-human	2	https://www.encodeproject.org/files/ENCFF891MFM/@@download/ENCFF891MFM.bigWig	released	s3://encode-public/2020/07/07/b909850a-b66b-4c89-b59b-7aaf60c5617e/ENCFF891MFM.bigWig	released
ENCFF583ZLI	bigWig	fold change over control	GRCh38	ENCSR269MEF	TF ChIP-seq	HepG2	ZBTB44-human	1	https://www.encodeproject.org/files/ENCFF583ZLI/@@download/ENCFF583ZLI.bigWig	released	s3://encode-public/2020/07/07/e60a253f-83e7-4f45-9d21-edcf6adc1f47/ENCFF583ZLI.bigWig	released
ENCFF522UJE	bigWig	fold change over control	GRCh38	ENCSR931SYA	TF ChIP-seq	HepG2	ZBTB46-human	1	https://www.encodeproject.org/files/ENCFF522UJE/@@download/ENCFF522UJE.bigWig	released	s3://encode-public/2020/07/01/3b29c904-5353-454b-bc26-f7849db3295f/ENCFF522UJE.bigWig	released
ENCFF402VLG	bigWig	fold change over control	GRCh38	ENCSR931SYA	TF ChIP-seq	HepG2	ZBTB46-human	2	https://www.encodeproject.org/files/ENCFF402VLG/@@download/ENCFF402VLG.bigWig	released	s3://encode-public/2020/07/01/b0da8c94-c841-4b5d-be24-0e25c88a2f46/ENCFF402VLG.bigWig	released
ENCFF769GTM	bigWig	fold change over control	GRCh38	ENCSR803IYP	TF ChIP-seq	HepG2	ZBTB49-human	1	https://www.encodeproject.org/files/ENCFF769GTM/@@download/ENCFF769GTM.bigWig	released	s3://encode-public/2020/07/07/84c14094-3de7-474d-8360-9ed24812e256/ENCFF769GTM.bigWig	released
ENCFF829YTS	bigWig	fold change over control	GRCh38	ENCSR803IYP	TF ChIP-seq	HepG2	ZBTB49-human	2	https://www.encodeproject.org/files/ENCFF829YTS/@@download/ENCFF829YTS.bigWig	released	s3://encode-public/2020/07/07/80443bd2-89a1-4f95-87f2-19e417c2d176/ENCFF829YTS.bigWig	released
ENCFF922QJN	bigWig	fold change over control	GRCh38	ENCSR249VFB	TF ChIP-seq	K562	ZBTB49-human	2	https://www.encodeproject.org/files/ENCFF922QJN/@@download/ENCFF922QJN.bigWig	released	s3://encode-public/2022/07/23/94f229a2-9ece-4bae-a3b3-ece50e0b9156/ENCFF922QJN.bigWig	released
ENCFF943RTT	bigWig	fold change over control	GRCh38	ENCSR249VFB	TF ChIP-seq	K562	ZBTB49-human	1	https://www.encodeproject.org/files/ENCFF943RTT/@@download/ENCFF943RTT.bigWig	released	s3://encode-public/2022/07/23/08a77eed-c307-4817-80be-ffbc3a2bb05d/ENCFF943RTT.bigWig	released
ENCFF583BWZ	bigWig	fold change over control	GRCh38	ENCSR479PRL	TF ChIP-seq	HepG2	ZBTB4-human	2	https://www.encodeproject.org/files/ENCFF583BWZ/@@download/ENCFF583BWZ.bigWig	released	s3://encode-public/2020/05/14/69aa4d14-16af-49a7-bd02-85c537a9bfaa/ENCFF583BWZ.bigWig	released
ENCFF164UGV	bigWig	fold change over control	GRCh38	ENCSR479PRL	TF ChIP-seq	HepG2	ZBTB4-human	1	https://www.encodeproject.org/files/ENCFF164UGV/@@download/ENCFF164UGV.bigWig	released	s3://encode-public/2020/05/14/595ad21e-0de1-4a2e-bcb9-a00ec291db7e/ENCFF164UGV.bigWig	released
ENCFF210DCG	bigWig	fold change over control	GRCh38	ENCSR786OQY	TF ChIP-seq	K562	ZBTB5-human	1	https://www.encodeproject.org/files/ENCFF210DCG/@@download/ENCFF210DCG.bigWig	released	s3://encode-public/2020/12/30/e4dea9a0-cc43-4e9f-bf28-233ea04ba323/ENCFF210DCG.bigWig	released
ENCFF811PZI	bigWig	fold change over control	GRCh38	ENCSR786OQY	TF ChIP-seq	K562	ZBTB5-human	2	https://www.encodeproject.org/files/ENCFF811PZI/@@download/ENCFF811PZI.bigWig	released	s3://encode-public/2020/12/30/9321f9d9-6c2f-49ed-adc7-503833cde6f5/ENCFF811PZI.bigWig	released
ENCFF698SWY	bigWig	fold change over control	GRCh38	ENCSR850YDX	TF ChIP-seq	HepG2	ZBTB7A-human	1	https://www.encodeproject.org/files/ENCFF698SWY/@@download/ENCFF698SWY.bigWig	released	s3://encode-public/2022/07/23/692586ec-74d5-4d41-a353-31421fdc4e65/ENCFF698SWY.bigWig	released
ENCFF947FIU	bigWig	fold change over control	GRCh38	ENCSR850YDX	TF ChIP-seq	HepG2	ZBTB7A-human	2	https://www.encodeproject.org/files/ENCFF947FIU/@@download/ENCFF947FIU.bigWig	released	s3://encode-public/2022/07/23/f5af856a-f57b-4a3c-8701-c9aa751b5e28/ENCFF947FIU.bigWig	released
ENCFF484XEF	bigWig	fold change over control	GRCh38	ENCSR322ULL	TF ChIP-seq	HepG2	ZBTB7B-human	2	https://www.encodeproject.org/files/ENCFF484XEF/@@download/ENCFF484XEF.bigWig	released	s3://encode-public/2020/07/07/11761eb8-a5e6-4088-8558-fd232dcd610f/ENCFF484XEF.bigWig	released
ENCFF775GLR	bigWig	fold change over control	GRCh38	ENCSR322ULL	TF ChIP-seq	HepG2	ZBTB7B-human	1	https://www.encodeproject.org/files/ENCFF775GLR/@@download/ENCFF775GLR.bigWig	released	s3://encode-public/2020/07/07/acebcb82-8405-4b3e-8c94-f68e872b76c9/ENCFF775GLR.bigWig	released
ENCFF522NWD	bigWig	fold change over control	GRCh38	ENCSR625XAV	TF ChIP-seq	HepG2	ZBTB8A-human	1	https://www.encodeproject.org/files/ENCFF522NWD/@@download/ENCFF522NWD.bigWig	released	s3://encode-public/2020/07/02/d5f89ad6-3c56-4240-be6f-fbbe796d2456/ENCFF522NWD.bigWig	released
ENCFF190FNL	bigWig	fold change over control	GRCh38	ENCSR625XAV	TF ChIP-seq	HepG2	ZBTB8A-human	2	https://www.encodeproject.org/files/ENCFF190FNL/@@download/ENCFF190FNL.bigWig	released	s3://encode-public/2020/07/02/9a98dc82-c3dc-43ed-9626-f9bc9073fb78/ENCFF190FNL.bigWig	released
